TEXTO,SECTOR,MARCA,CANAL,AWARENESS,EVALUATION,PURCHASE,POSTPURCHASE,NC2
@mimi_Sakura9357 Vivan las sillas del carrefour XDD,RETAIL,CARREFOUR,Microblog,0,1,0,0,0
@MiniMitty YO QUE SÉ ERA DE ESTOS DEL MERCADONA LILO POR DIOS X'D,RETAIL,MERCADONA,Microblog,0,0,0,0,1
@MisaeNohara3 @Ultraheroe24 @_cel0so @chicos0nrisa @MariaaCanaria me ponen los anuncios del ikea,RETAIL,IKEA,Microblog,0,0,0,0,1
@MisaeNohara3 @Ultraheroe24 @airamot5 @CCabelloNews @Unperroperdido1 pero el mejor el de mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
@monigps subió el 100 la barra de hocolate de bonobon de 8 a 12 en carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@mornomon mañana voy a mercadona y compro un pack,RETAIL,MERCADONA,Microblog,1,0,0,0,0
@MrGarcho jajajaa yo robo en el mercadona yo robo en el mercadona yo roboo en el mercadonaasa,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"@mromvi @desdelamoncloa @raulromeva  Andorra, Liechtenstein, San Marino, ""Gibraltar"", Mónaco, Ikea... Pues no me salen...",RETAIL,IKEA,Microblog,0,0,0,0,1
@Muit0z como cuando pasas de Larios a la Ginebra rosa del Mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
@MVTARDE que puñetas tiene que ver carrefour???? que nos quieren vender ahora? i los bocamolls de las ampas? atufa y no ha prscado,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"@nestorpower La carbonara del Mercadona illo, de las pizzas congeladas de estas, la mejor que he comido 🌚🌚🌚",RETAIL,MERCADONA,Microblog,0,0,0,0,1
@NievesTurpin En el Mercadona 😂,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"@noecandado @dulce_secreto_ @MdeMochuelo @IQueenieI CACAO DEL MERCADONA (ahí, a lo loco)",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"@Notallislost Hola Jenni, si nos facilitas tu número de teléfono, en Alcampo Leganés te avisaremos cuando dispongamos de la consola. Saludos",RETAIL,ALCAMPO,Microblog,0,0,0,0,1
"@oatmilkhotel como crudo? Yo lo como crudo xd o sea, lo pelo y hago salsa o lo pongo en tostada/ensalada. El guac de mercadona es ok.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"@okdiario @ahorapodemos Carpintero metálico son los,q montan los muebles de Ikea?",RETAIL,IKEA,Microblog,0,0,0,0,1
@osopicoso mordernicese oso! Venga al carrefour a comerse una hamburguesa a Mostaza!,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@PedroPrats1 disculpa y yo qué? No me seas cutre y llévame al ikea,RETAIL,IKEA,Microblog,0,0,0,0,1
@PeliCornia @Mercadona ainsss es que sale más barato hacerlo en casa 😢😢😢,RETAIL,MERCADONA,Microblog,0,0,0,0,1
@PeliCornia @Mercadona Gran idea pero entonces no se justificaría el precio al que lo venden,RETAIL,MERCADONA,Microblog,0,1,0,0,0
@Pliwt0 Obviamente saldré de casa porque las palomitas de Belrus están en el carrefour :(,RETAIL,CARREFOUR,Microblog,1,0,0,0,0
@PlqySon @Mercadona  xDDD q grande =v,RETAIL,MERCADONA,Microblog,0,0,0,0,1
@policia ¡Y además no tengo tarjeta Carrefour! https://t.co/ksnHEI9EQc,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@PotiPotiInLove Ayer estaban dando cocido en el menú del IKEA y todavía estoy esperando a que me sirvan la sopa... A ver si les llega.,RETAIL,IKEA,Microblog,0,0,0,0,1
"@Rebeca_Miller @Mercadona Si aún no ha llegado a tu supermercado, te recomendamos que llames al 900 500 103, porque debería estar ya.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
@reruxxi qué haces a estas horas en Mercadona niñaaaaa,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"@Rex_Aluminio Fui hoy a Carrefour y los precios de ""las buenas "" estaban INMIRABLES .",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@Ruberli_mx si eso espero que no compres cosas americanas y se consuma lo nacional 🚫Starbucks IKEA home depot,RETAIL,IKEA,Microblog,0,0,0,0,1
"@RyukoChan94 Realmente prefiero Cacao, la marca de Mercadona. Llamame light si quieres😂😂😂",RETAIL,MERCADONA,Microblog,0,1,0,0,0
"@sacedator @chselles Me extraña que las almejas de Mercadona vengan de allí pero aun así, nada expuesto a radiación entraría en la UE.",RETAIL,MERCADONA,Microblog,0,1,0,0,0
@SalgadoPao @VeruKaTrip @IKEA a la gordita le produce lo mismo cuando entra a @Publix,RETAIL,IKEA,Microblog,0,0,0,0,1
"@santimeaggia @vale_hermetica soy de Boedo, de Flores, de Carrefour, y alguna sucursal más",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@sarabxa en mí pueblo solo hay carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@serperiba @rmnmrgrd O muebles de IKEA,RETAIL,IKEA,Microblog,0,0,0,0,1
@slambear @XHoTuS Dudo que sepa hacer uno bien rico... te pondrá un san jacobo congelado del carrefour...,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"@SoarinPie soy uno con IKEA
IKEA está conmigo
soy uno con IKEA
IKEA está conmigo",RETAIL,IKEA,Microblog,0,0,0,0,1
@SofiaDelBoca Antes o después del Carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"@Soufilia @Sw3Ko 3, una para mí.
Foto del envoltorio de la pizza que mañana voy al mercadona, hacendado me hayo.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
@Spursito eso es del mercadona os han timao spurs hazle al camarero un reto de futbol,RETAIL,MERCADONA,Microblog,0,0,0,0,1
@Stoneismynamee a ver si aprenden los del ikea,RETAIL,IKEA,Microblog,0,0,0,0,1
@TanRegia el otro día compre una cama en IKEA y me acorde de vos IGUAL SE LA DI A OTRA PERSONA PORQUE ERA MUY GRANDE,RETAIL,IKEA,Microblog,0,0,0,0,1
@TanRegia IKEA es una trampa.,RETAIL,IKEA,Microblog,0,0,0,0,1
@TanRegia yo podría ir a viví a ikea,RETAIL,IKEA,Microblog,0,0,0,0,1
"@TheManiaxBoss
Pues el detergente con aroma a spa del mercadona(?",RETAIL,MERCADONA,Microblog,0,0,0,0,0
"@TheRightSideTL aro que sí, campeona. Aquí te espero (con té verde del Mercadona XDDDD)",RETAIL,MERCADONA,Microblog,0,0,0,0,1
@thexikipeke cada vez que entro en MediaMarkt en Alicante me sorprendo al ver un pantallon enorme en el que sólo hay publicidad de xbox xDD,RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
@thexikipeke pero enorme que se ve desde desde todo MediaMarkt xDDDD es lo máximo que he visto.,RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
@TimoteoPrez @okdiario Pues a Carrefour deberian hacerle lo mismo. Engañan continuamente... 😷😷😨😨💩💩 Sobre todo en cantidad y precios.,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@TinCastro15 tres sobres tang y un paquete de yerba carrefour,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@TooChanelForYa cuando me piensas llevar a mediamarkt? Para cuando me lleves me he cargado la pantalla,RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
@Tounes02 40DT a Carrefour de la Marsa,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@Urdintxu93 y fiestuki patrocinada x ikea,RETAIL,IKEA,Microblog,0,0,0,0,1
"@uvemayuscula estoy poniéndole megatron al golf, voy a entrar a doscientos cien por la salida del parking del Alcampo.",RETAIL,ALCAMPO,Microblog,0,0,0,0,1
"@valeenjuarez son lo mejor del mundo, los venden en carrefour",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@Vegadona @Mercadona para  cuando este producto en Valladolid? Viva la espelta 🍞❤️🙌,RETAIL,MERCADONA,Microblog,0,0,0,0,1
@verachik en farma o en el mercadona mismo tienes!Yo siempre llevaba en el bolso d la silla(bue aun el otro se hizo chichon tamaño d cuenca),RETAIL,MERCADONA,Microblog,0,0,0,0,1
"@verogex Ah pues no es caro, y tampoco está tan mal, yo a veces también me pilló en el Carrefour, pero vamos, lo otro es distinto nivel...",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
@VeruKaTrip @SalgadoPao @IKEA @Publix vaya pronto no se prive jaja !!,RETAIL,IKEA,Microblog,0,0,0,0,1
"@VeruKaTrip lo primero que hago es ir a  @IKEA y al entrar le digo ""te extrañe!!!"" 🤣",RETAIL,IKEA,Microblog,0,0,0,0,1
@vitunden pero las mías no tienen cáscara si son del mercadona,RETAIL,MERCADONA,Microblog,0,1,0,0,0
"@williswallas google, samsung, zara y mercadona me empobrecen a tope. Seran mamones! XD",RETAIL,MERCADONA,Microblog,0,0,0,0,0
@xX_SuareZ_Xx no digo que sean feS pero me parecen las típicas de estar por casa del Decathlon,RETAIL,DECATHLON,Microblog,0,1,0,0,0
@yuKz_ @eddsos jajaja Ikea es una tienda de muebles sueca a precios razonables 😂 hay cosas mejores que ver por aqui 😜,RETAIL,IKEA,Microblog,0,0,0,0,1
@zekesito90 @Mercadona Eso te pasa por comprar en el supermercado más corrupto de España.,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"[00:46] Lari Del Lavo: Por si no te enteraste en el carrefour hay promo de cervezad
[23:50] Sari Peralta: En Carrefour hay promo de birraa",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
| Por qué el Mercadona JAJAJAJ,RETAIL,MERCADONA,Microblog,0,0,0,0,1
¡¡ RECUERDA que mañana Sábado 4 estaremos en TiendAnimal Jerez en C.C. Luz Shopping-IKEA de 11 a 14h y de 18 a 21h ¡¡ Ven a Conocerlos !!,RETAIL,IKEA,Microblog,0,0,0,0,1
¡Buena iniciativa Carrefour! La información sobre las condiciones de producción y la trazabilidad son pilares para… https://t.co/jCne7YEoVR,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"¡CHOLLAZO! Microondas Candy (20L, 1200W, 6 niveles de potencia) sólo 55€ en Amazon. En ECI y MediaMarkt cuesta 95€ https://t.co/T8pAtzRvmY",RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
¡El Diario de PassoProducciones está disponible! https://t.co/aWFb3LOigj #mercadona #carne,RETAIL,MERCADONA,Microblog,0,0,0,0,1
¡Es momento de aprovechar las Rebajas de IKEA! Busca tu banco para TV HEMNES en tu Tienda o Punto IKEA más cercano.… https://t.co/s1RGXrUIX7,RETAIL,IKEA,Microblog,0,0,0,0,1
"¡O panga! Menos mal. Figuraos, ahora que la ha retirado Carrefour y todo, que ya os digo, cómo será para que la haya retirado Carrefour…",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
¡Ya está disponible en Carrefour.es el nuevo  @SamsungEspana #GalaxyA! 👏👏  https://t.co/4znEHngsCR https://t.co/GQ0QMhnPPx,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
¿¿¿¿¿¿Cuándo vais a sacar yogures proteicos de otro sabor que no sea solo fresa??????? @Mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"¿A qué sabe Ikea en San Valentín? ¡Que no te lo cuenten! 😜 Enamórale con una experiencia inolvidable. @gasteizon 
R… https://t.co/Hsfd5GTvFA",RETAIL,IKEA,Microblog,0,0,0,0,1
¿Buscas chanclas para el verano&quot; Consulta las alternativas de Decathlon https://t.co/hA6sT9ky7D https://t.co/WkUx081zxB,RETAIL,DECATHLON,Microblog,0,0,0,0,1
¿Fabrica IKEA la mejor #arquitectura del año? #FundaciónIKEA @anatxuz https://t.co/s0EyE33wl1 @el_pais,RETAIL,IKEA,Microblog,0,0,0,0,1
¿Has visto ya la colección de Kit Neale para @IKEA ? https://t.co/rJMWYvY8FR @IKEASpain,RETAIL,IKEA,Microblog,0,0,0,0,0
¿Persuasión o información? Ikea y la publicidad nativa https://t.co/2EhW3ZnieU vía @UNIRrevista,RETAIL,IKEA,Microblog,0,0,0,0,1
"¿Prefieres IKEA o muebles mexicanos?
#EstarInformado https://t.co/wrHIZKdddX",RETAIL,IKEA,Microblog,0,0,0,0,1
"¿Sabes el slogan del Mediamarkt, verdad? Pues yo tampoco lo soy :-P https://t.co/R2RxoTdZNh",RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
¿Sabes qué significan los nombres de los productos de Ikea? https://t.co/PTYvW1OrO5 via @YahooNoticias,RETAIL,IKEA,Microblog,0,0,0,0,1
¿Tacaño yo? El millonario dueño de Ikea compra los yogures a punto de caducar | ICON | EL PAÍS https://t.co/M73pkTBevV,RETAIL,IKEA,Microblog,0,0,0,0,1
'¿Te da lo mismo Mercadona que Late Motiv?' #Likes207 https://t.co/XmcfnXduDm,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"¿Tendremos que verlas?
 La famosa bolsa azul Ikea, en venta 1.600 euros (y solo para hombres)  https://t.co/NAZovUQV23 vía @eleconomistaes",RETAIL,IKEA,Microblog,0,0,0,0,1
+Decathlon España ha presentado su nuevo blog sobre medio ambiente https://t.co/mOJmdlcN1i,RETAIL,DECATHLON,Microblog,0,0,0,0,1
"▶ Alcampo, el supermercado online más barato: Según la OCU, comprar en Alcampo.es sale un 15% más económico que… https://t.co/9owYOeQpaI",RETAIL,ALCAMPO,Microblog,0,0,0,0,1
⚡️Hilo sobre el patriarcado en el carrefour⚡️,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
07:20 Colaboramos con @BomberosGranada que se encuentran interviniendo en incendio en #Carrefour #Zaidín https://t.co/x41kMiYSan,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
10 CAPRICHITOS EN LAS NOVEDADES IKEA  https://t.co/rbdxj1pSyz https://t.co/0wknFEKPLj,RETAIL,IKEA,Microblog,0,0,0,0,1
10 productos de IKEA más vendidos en España https://t.co/px1z9KBPPL https://t.co/WDYT2y0a7E,RETAIL,IKEA,Microblog,0,0,0,0,1
11 cosas que no sabías del fundador de Ikea https://t.co/tjSEJfUDAI vía @libre_mercado,RETAIL,IKEA,Microblog,0,0,0,0,1
11/10 por el polar del decathlon,RETAIL,DECATHLON,Microblog,0,0,0,0,1
"15h fuera de casa, 1h d atasco, 9 d trabajo, 2kms de nado, 900kcal menos, 60l gasolina, 30' en Mercadona..

Luego las mates dicen q no valen",RETAIL,MERCADONA,Microblog,0,0,0,0,1
3)de bebe me caí del #chango del carrefour y mi abuela se sintió re culpable hasta el dia de hoy,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
30.000 KILOS PARA CASTILLA Y LEÓNDehesa Grande suministrará a Carrefour carne de ternera de la comarca de Vitigudin… https://t.co/dc56S7kpMy,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
4 chairs - IKEA HENRIKSDAL $40 (san carlos) $40 https://t.co/VIKhgGyx0p,RETAIL,IKEA,Microblog,0,0,0,0,1
4 Razones del Uso de Cremas Sin Parabenos Mercadona Para La Salud Integral Lamentablemente en https://t.co/BWekdi7pZh #cremassinparabenos,RETAIL,MERCADONA,Microblog,0,0,0,0,1
5 Tips para Saber que es un Nominal AC en el Suelo Laminado AC5 Leroy Merlin Una prueba de la du https://t.co/8Lbwbtgthc #suelolaminadoac5,RETAIL,LEROY MERLIN,Microblog,0,0,0,0,1
a cualquier sitio que te apuntes INTERNET ¡¡¡¡¡ sea  MERCADONA.....  CARREFOUR: me siento perdido,RETAIL,MERCADONA,Microblog,0,0,0,0,1
A cuantos más nos chupa un huevo carrefour? https://t.co/psBmZ5rNf9,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"A los tuiteros que porque se acerca San Valentín vais a mercadona y os ponéis en la cola con una caja de condones, no engañais a nadie.",RETAIL,MERCADONA,Microblog,0,0,0,0,1
A mercadona no da crema #Palíndromo,RETAIL,MERCADONA,Microblog,0,0,0,0,1
A que hueles ? — A monogotas de vainilla del Mercadona 😊 https://t.co/T17Eo5FDVm,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Aaay q pelotas son y q borregos son todos con todos, es horroroso. Es como juntar a todo ikea en un concurso! #Gala6GHVIP5",RETAIL,IKEA,Microblog,0,0,0,0,1
Accidente en Lavedra dirección entrada altura Carrefour #atascazo también en dirección salida por efecto miron,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Acostarse a las 2am montando muebles de ikea no es buena idea...😴😴😴,RETAIL,IKEA,Microblog,0,0,0,0,1
"Ahora de pronto a Carrefour le preocupa el medioambiente de Vietnam, y yo que me le creo... Panga=comida basura
#desPANGAdosMVT",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Ahorráte el IVA en Carrefour en más de 1000 ... - https://t.co/rJTn07lXY8  #Lenovo #LG #Samsung… https://t.co/EbFjbZZX6j,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Al adquirir tu dormitorio en IKEA del 1 al 28 de febrero te regalamos 10% en cheque de compra. Condiciones en… https://t.co/YYpMx2dwcA,RETAIL,IKEA,Microblog,0,0,0,0,1
"Al lado de donde doy el curso hay un lidl, mercadona y bk. Ay mi madre",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Albergue para refugiados de @Ikea y la @ONU_es , el mejor diseño de 2016 https://t.co/BLaXLdePc7 . Muy bien @perioLista !",RETAIL,IKEA,Microblog,0,0,0,0,1
"Albergue para refugiados de Ikea y la ONU, mejor diseño del 2016 https://t.co/n1S1k9gQpA",RETAIL,IKEA,Microblog,0,0,0,0,1
"Alcampo es el supermercado por internet más barato en España según el estudio de la OCU
https://t.co/n8QeS66BPd https://t.co/EpD8Nsjlcr",RETAIL,ALCAMPO,Microblog,0,0,0,0,1
"Alcampo y Carrefour, los supermercados online más baratos según la OCU #Alcampo https://t.co/qj6IGwoZ6s",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Alcampo, el supermercado online más barato https://t.co/O3KfO2rBGF",RETAIL,ALCAMPO,Microblog,0,0,0,0,1
"alguien: de donde compras ropa?
yo: mercadona",RETAIL,MERCADONA,Microblog,0,0,0,0,1
"alguna vez has robado algo? (Además de corazones) — Sí, phoskitos en el mercadona de pequeña (y sin dar... https://t.co/Df8OzUh7ti",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Amo a IKEA e IKEA me ama,RETAIL,IKEA,Microblog,0,0,0,0,1
Amo el mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Amor eterno al té de melocotón del Mercadona.,RETAIL,MERCADONA,Microblog,0,0,0,0,1
ANUNCIAN EVENTO CARREFOUR 10K PARA ESTE DOMINGO https://t.co/Aq1DMErk9E,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
Añadid batidos de lejía que yo por la mañana quiero desayunar bien @Mercadona,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Aplique los Vinilos Decorativos Leroy Merlin con Variedad de Modelos!! Los vinilos decorativos https://t.co/ItOHa2UHh5 #vinilosdecorativos,RETAIL,LEROY MERLIN,Microblog,0,0,0,0,1
"Aprende con  nosotros a vivir de tu pasión!  🎶🎧👏😀 con Dj Furia
#dj #Djproducer
#DjFuria #MediaMarkt
#denondj... https://t.co/8OzfJLYMQT",RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
Aqui el rey de Azgeda y su paraguas del Ikea https://t.co/TzzqCGnXj0,RETAIL,IKEA,Microblog,0,0,0,0,1
Arquitectura: premio a IKEA x su casa para refugiados - Paperblog https://t.co/VvuEeq3vRV,RETAIL,IKEA,Microblog,0,0,0,0,1
Así es la crisis en Grecia: un español pasea una franquicia Carrefour vacía de productos y empleados https://t.co/AQZxjEXHun,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Así nacieron los bombones que arrasan en Mercadona
https://t.co/ddFISrRHku https://t.co/PR8ebfI8vN",RETAIL,MERCADONA,Microblog,0,0,0,0,1
Así te va a empezar a vender la carne Mercadona https://t.co/TnQxVZsx8g vía @ElHuffPost,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Avance del nuevo catálogo de IKEA Jardín 2017: inspiración para la primavera https://t.co/spGQGXr0Wc https://t.co/MKm7WVGBmU,RETAIL,IKEA,Microblog,0,0,0,0,1
Ay AMIIIIIIGA el mercadona no me satisface. CAYETANA VIAJA A EROSKI.,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Ayudante Vendedor Charcuteria PIO XII (Madrid): Alcampo Location : Madrid M ES ¿Quieres desarrollar tu carrera... https://t.co/b57l3fwiAn,RETAIL,ALCAMPO,Microblog,0,0,0,0,1
Batidos Para Adelgazar Mercadona https://t.co/yaauGrXwSY #batidos #shake #proteinas #adelgazar https://t.co/JP6ziaDljh,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"Better Shelter, el refugio innovador y social de IKEA, premiado como mejor diseño de 2016 https://t.co/BqyQlegWpx https://t.co/FUY9l7N1nR",RETAIL,IKEA,Microblog,0,0,0,0,1
"Better Shelter, el refugio innovador y social de IKEA, premiado como mejor diseño de 2016 https://t.co/izGv1VFmkF",RETAIL,IKEA,Microblog,0,0,0,0,1
Bicicleta niña decathlon #Murcia #tablondeanuncios https://t.co/waGbPlvnCZ https://t.co/WAva3HWTXX,RETAIL,DECATHLON,Microblog,0,0,0,0,1
"-Bienvenido a Carrefour ¿en qué puedo ayudarlo?
-Busco un regalo para una amiga que hoy celebra su cumpleaños,... https://t.co/4DqfJk7UIY",RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"BÖRDER WALL, el muro propuesto por IKEA a Trump - Bob Estropajo https://t.co/6kFFWp3lHe",RETAIL,IKEA,Microblog,0,0,0,0,1
Buena esa @Mercadona https://t.co/N6q3MedryY,RETAIL,MERCADONA,Microblog,0,0,0,0,1
Buenas noches nuevo vídeo en mi canal con una novedad de #mercadona #deliplus #YouTube #YouTuber… https://t.co/lSEg12tjbY,RETAIL,MERCADONA,Microblog,0,0,0,0,1
"BUENIIIIIISIMO!!!!!!

👩Una mujer va a Ikea a comprar un armario. Para que le saliera más barato lo compra... https://t.co/Zb5wEqxL1F",RETAIL,IKEA,Microblog,0,0,0,0,1
bueno y plantas y otras cosas i love ikea ojalá vayamos,RETAIL,IKEA,Microblog,0,0,0,0,1
"Buenos días uuuuuuuuu!!!!mis amores 😊,en el vlog de hoy os traigo mis ultimas compritas en #ikea… https://t.co/embw8TQXJS",RETAIL,IKEA,Microblog,0,0,0,0,1
Buenos días.  Retenciones GC-1 Calzada dirección sur llegando Circunvalacion GC-3 (túnel Sabinal) Accidente ikea vi… https://t.co/JnQzImbxRm,RETAIL,IKEA,Microblog,0,0,0,0,1
buho087 necesita tu ayuda! #carrefourarg Este es su reclamo: https://t.co/517lKlkj3a #Queja via @tuQuejaSuma,RETAIL,CARREFOUR,Microblog,0,0,0,0,1
"Business are business... Las cabañas de IKEA para refugiados!!! 🙈🙈🙈
https://t.co/b8rPXMBZBr",RETAIL,IKEA,Microblog,0,0,0,0,1
"-Caballero soy de seguridad de Mediamarkt podría acompañarme.
-Qué tele ni qué tele? https://t.co/K7jSXOA98S",RETAIL,MEDIAMARKT,Microblog,0,0,0,0,1
"Cabaña de Ikea para refugiados. 
https://t.co/t2GHkTPK9y",RETAIL,IKEA,Microblog,0,0,0,0,1
Cada vez que miro mi vitrina de Ikea me acuerdo de @JulyandJanuary pues gracias a ella decirlo en un vídeo la compré 😋,RETAIL,IKEA,Microblog,0,0,0,0,1
